Date/Time	City	State	Shape	Duration	Summary	Posted
2/1/14 20:30	Imperial	PA	Light	1 hour	2 lights circling/chasing each other	2/7/14
2/1/14 20:00	McDonald	PA	Light	1 hour	Bluish-white objects playing tag in McDonald, PA	2/7/14
2/1/14 20:00	Myrtle Creek	OR	Light	10 minutes	several lights shaped in an s pattern moving slowly with a flashing light redish in color.Dont know if what I saw was a ufo or somrthin	2/7/14
2/1/14 20:00	New York City (Brooklyn)	NY	Circle	8 seconds	Red green UFO or drone sighting Brooklyn	2/7/14
2/1/14 19:15	Mesquite	NV	Sphere	3 minutes	Large white sphere on the Mesa in Mesquite, Nevada.	2/21/14
2/1/14 19:07	Miami	FL	Other	40 seconds	Saw 2 green star looking objects slowly traveled across entire sky in under 40 seconds	2/7/14
2/1/14 19:00	Kent	WA	Sphere	1:30	Three circular red objects in triangular formation	2/7/14
2/1/14 18:50	Gresham	OR	Fireball	2.5 minutes	"10 silent red ""fireballs,"" zoomed together, configured themselves and disappeared"	2/7/14
2/1/14 18:00	Spring Hill	TN	Fireball	5 minutes	Two orange fireball-type flying craft within 5 minutes of each other.	2/7/14
2/1/14 17:30	St. Augustine	FL	Circle	1 hour	"I have a picture of a craft in the sky and you can see the markings on the craft.  Dub it the  ""Neville Pic."""	2/7/14
2/1/14 16:00	Stoughton	MA	Fireball	1 minute	Wow, Was That Strange.	2/7/14
2/1/14 15:43	Fresno	CA	Other	<1 minute	Blackish odd shape over north Fresno, CA.	2/14/14
2/1/14 15:30	Sacramento	CA	Formation	45 seconds	Fleet of silver UFO trio fly north at high speed.	2/7/14
2/1/14 15:25	South Kingstown	RI	Triangle	3 minutes	While out in my backyard with my dogs at above time I hear the unmistakeable 'jet-like' roar..EXTREMELY loud sound..of craft that have	2/7/14
2/1/14 05:00	University Park	FL	Triangle	7:00		2/14/14
2/1/14 04:00	Temperance	MI	Unknown	45+ minutes	White, yellow, green, blue & red flashing light almost staionary in NE night sky.  ((NUFORC Note:  Stars??  PD))	6/20/14
2/1/14 01:43	Jonesboro	GA	Light	hour	Strange lights on the Southside.  ((NUFORC Note:  We suspect that the object may be a twinkling star.  PD))	2/7/14
2/1/14 01:00	Chesapeake	VA	Circle	10 minutes	Two flashing round orbs in the sky flashing red orange green blue N white.	2/7/14
1/31/14 23:30	Tonopah	NV	Oval	90 minutes	We seen 1-3-4-5 Egg/Oval Shaped with very bright lights in the sky, and heard voices at night.	2/7/14
1/31/14 22:50	Parkville	MD	Triangle	5 minutes	Parkville, MD, ufo sighting.	2/7/14
1/31/14 22:30	Denham Springs	LA	Light	3-4 seconds	Glowing green light appeared for a few seconds over interstate 12 glided downward and disappeared.	2/7/14
1/31/14 22:00	Anchorage	AK	Cylinder	15 minutes	Bright orange lights, moving slowly up from the ground, hovering and moving away to the SW.	2/7/14
1/31/14 22:00	Conestoga	PA	Formation	4 minutes	Orange lights moving slowly across the sky in formation	2/7/14
1/31/14 22:00	Semaphore (Australia)		Formation	1 hour	my self and my family were at the beach as the night was getting more along i started to do as i have done for yrs star gaze after an h	2/7/14
1/31/14 21:45	Winchester	VA	Triangle	a few minutes	We saw 6 lights that formed 2 symmetrical triangles hovering over Winchester or east of Winchester. They were close.	2/7/14
1/31/14 21:40	Sparks	NV	Light	1 minute	Right orange lights appearing to get closer. There was no sound. Then all of a sudden after about a minute the light got smaller then d	2/7/14
1/31/14 21:30	State College	PA	Fireball	3 minutes	Orange light looked like a small plane on fire moving slowing across the sky, a piece of the fire broke away, the main part continued.	2/7/14
1/31/14 21:10	Davie	FL	Circle	10 minutes	Fleet of Ornage UFO's crossing into FLL airport aproach pattern.	2/7/14
1/31/14 21:00	Wilmington	DE	Light	2 seconds	Green streaking light at low altitude.	2/7/14
1/31/14 21:00	Cummings	GA	Light	3 seconds	Bright circular light dropped out of path that planes at Atlanta's airport were lined up for landing.	2/7/14
1/31/14 21:00	Homestead	FL	Formation	2 minutes	Three orange lights in triangular formation seen over South Dade Senior High.	2/7/14
1/31/14 21:00	Rockwood (Canada)	ON	Fireball	10 minutes	Triangle of orange lights being followed by another brighter orange light moving strangely.	2/7/14
1/31/14 20:54	Alexandria	VA	Light	2 seconds	Galling white light in Alexandria, VA.	2/7/14
1/31/14 20:30	Kaanapali	CO	Fireball	2 minutes	Orange fireball witnessed by 4 adults moving north at a constant speed between Maui and Lanai.	2/7/14
1/31/14 20:00	Morganton	NC	Light	10 minutes	Lights seen over Freedom High School.	2/7/14
1/31/14 20:00	Decatur	GA	Triangle	5 minutes	Triangle of lights, spinning counterclockwise, in sync. hovering. no sound. center lit up.	2/7/14
1/31/14 18:40	Salem	OR	Sphere	1 minutes	Approx. 7 orange orb that looked in formation of the Big Dipper then disappeared and faded away.	2/7/14
1/31/14 18:36	Salem	OR	Unknown	35 seconds	Formation of glowing red objects	2/7/14
1/31/14 18:08	Moncton (Canada)	NB	Fireball	2 seconds	Green fireball meteor.	2/7/14
1/31/14 18:00	Eugene	OR	Changing	15 minutes	Southern sky, heavy clouds. First one appeared to be a hangglider, but too high never descended.  A silver-gray Stealth fighter jet sha	2/7/14
1/31/14 03:45	Galatia	IL	Unknown	7-9 minutes	Very low and very loud hum over my head at 3:45 am..	2/7/14
1/31/14 00:00	Reidsville	NC	Other	several hours	Triangular cab with a long body, almost like a 'tail', many flashing lights.	2/7/14
1/31/14	Winchester	VA	Formation	3 minutes	Red lights, appeared stationary in sky over Valley Avenue, Winchester,Va	2/7/14
1/30/14 23:45	Greenville	SC	Triangle	4-5 minutes	Triangle of 3 lights seen from I-85 hovering over Mauldin Rd area.	2/7/14
1/30/14 23:00	Gray Court	SC	Other	1 minute	"Triangle and cigar shaped ""stealth"" aircraft at night in gray court."	2/7/14
1/30/14 22:30	Talladega	AL	Triangle	1	VERY loud, VERY close, sounded like right over tree-line; sounded like airplane but extremely loud and too close.	2/7/14
1/30/14 22:30	Hudson	OH	Circle	25 minutes	2 Milky White Bright Orbs Dancing in the Sky over Hudson, Ohio.	2/7/14
1/30/14 22:20	Front Royal	VA	Sphere	3 minutes	Orange looking spheres about 20 of them, moving very slow and disappeared after about 3 minutes. There was no sound.	2/7/14
1/30/14 21:50	Charlotte	NC	Unknown	10 minutes after noticed	4 bright orange balls with 3 smaller red balls with one of the bright balls flashing as if igniting.	2/7/14
1/30/14 21:03	Lynden	WA	Other	8 minutes	Huge white light blinked out and was a square object with 4 lights and NO sound.	2/7/14
1/30/14 21:00	New Maryland (Canada)	NB	Oval	5 minutes	My girlfriend an I returned home from dinner to see 5 vibrant orange/red objects moving alarmingly fast from east to west, with no soun	2/7/14
1/30/14 20:30	Maryville	TN	Chevron	5 minutes	Two bright red lights appeared from the west on a clear cold Thursday night just a couple of miles from my home.	2/7/14
1/30/14 18:30	Boscawen	NH	Circle	3-5 minutes	Three lighted circular or smooth triangle shape object.	1/30/14
1/30/14 18:00	Alanson	MI	Disk	20 minutes	((HOAX??))I was walking by the sliding glass door of my house when something caught the corner of my eye out in the snow covered field.	1/30/14
1/30/14 18:00	Orange	CA	Diamond	5 minutes	Orange vibrating diamond  hovering.	2/7/14
1/30/14 17:30	West Greenwich	RI	Circle	1 minute	Two hovering black disk's, no lights. Seen by 2 people and photographed	2/7/14
1/30/14 06:40	San Manuel	AZ	Light	5 minutes	Slow light that turns and is out of sight in seconds.	1/30/14
1/30/14 05:30	Yarmouth	MA	Oval	10	Bright, flashing, amber colored, oval object stationary above Route 6 westbound on Cape Cod, MA.	1/30/14
1/30/14 05:00	Fayatteville	TN	Light	45 minutes	"While driving 18 wheeler saw a bright light that moved ""smoothly through the air. No red/green marking lights. Observed obje"	1/30/14
1/30/14 04:45	Winchester	VA	Unknown	1 hour	Strange light shooting down from the sky and staying around.	2/7/14
1/30/14 02:00	Toronto (Canada)	ON	Circle	>1 hour	Very bright white light in night sky	1/30/14
1/30/14 02:00	Malden	MA	Light	it's still happening		1/30/14
1/30/14 00:10	Lorton	VA	Unknown	10 seconds	Sounded like an incoming jet, looked like ambulance or firetruck lights	1/30/14
1/30/14 00:00	Hot Springs	AR		5 minutes	((NUFORC Note:  Witness provides no information.  Remains anonymous.  PD))	1/30/14
1/29/14 23:00	Avondale/Tolleson	AZ	Light	Unknown	The orange/yello  lisghts where closer at times and vanished.	1/30/14
1/29/14 23:00	Oklahoma City	OK	Disk	30 seconds	Nearby nighttime viewing of brightly lit saucer in South Oklahoma City.	1/30/14
1/29/14 21:10	Piqua	OH	Light	1 minute	Bright white light seen moving over I-75 in Piqua, OH.	2/7/14
1/29/14 21:00	Fort Wayne	IN	Triangle	1 minute	3 lights in the shape of a triangle hover and then travel S, SW.	1/30/14
1/29/14 20:10	Oakton	VA	Diamond	5-10 seconds	Hovering octagonal (diamond) shape object with flashing lights in the night sky.	1/30/14
1/29/14 20:00	Schenectady	NY	Triangle	15 minutes	Orange lite over city.	2/7/14
1/29/14 20:00	Fort Wayne	IN	Light	30 seconds	Two white lights seen stationary, then &quot;parted&quot; and traveled out of sight.	1/30/14
1/29/14 19:34	Santa Clarita	CA	Circle	5-10 minutes	Several orange-pinkish lights in sky looking east that moved in sky and then began to fizzle out.	1/30/14
1/29/14 18:49	Scottdale	PA	Triangle	5 minutes	Red lights on fast moving triangular UFO.	1/30/14
1/29/14 18:41	Scottdale	PA	Triangle	5 minutes	Red lights changing to white on triangular craft	1/30/14
1/29/14 18:17	Longmont	CO	Disk	seconds	Fleet of disc shaped objects discovered in photograph taken in Longmont CO.	2/7/14
1/29/14 18:00	Scurry	TX	Circle		I was facing south, and I noticed   red ball descending quickly.Seconds later it was gone.	1/30/14
1/29/14 17:45	Plaistow	NH	Sphere	3-5 minutes	Yellowish - Red Orbs seen from my car.  One of the orbs traveled towards me.	1/30/14
1/29/14 17:30	Ottawa (Canada)	ON	Triangle	5 minutes	Huge triangle with sun set reflecting off of it	1/30/14
1/29/14 07:30	Ahwatukee	AZ	Light	20 minutes	Flaming lights in the sky over Ahwatukee	1/30/14
1/29/14 06:05	Palm Beach Gardens	FL	Disk	15 minutes	Located about ESE , about 3 miles distance from the ocean, obvious stationary  above the ocean .Round bright whitish- not moving for a	1/30/14
1/29/14 05:30	Fort Lauderdale	FL		2 seconds	Extremely  loud boom!	1/30/14
1/29/14 02:00	Beech Grove	IN	Triangle	1 1/2 minutes	Low flying slow moving, had red and white lights.	1/30/14
1/29/14	Leetsdale	PA	Light	3 minutes	Star-like bright white light moving slowly across the morning sky.	1/30/14
1/28/14 23:45	James Island	SC	Flash	1-2 minutes	Green lights.	1/30/14
1/28/14 23:15	Omaha (Texas, not Nebraska)	TX	Formation	15 seconds	3 lights with no sound heard, traveling N to S in straight line formation.	2/7/14
1/28/14 21:37	Elk Grove	CA	Flash	3 seconds	Bright object flashes then shoots across the sky.	1/30/14
1/28/14 21:30	Morristown	TN	Unknown	most of the night	About an hour before my fiance had brought me out to see something...I noticed what felt like a small tremor or vibration that went thr	1/30/14
1/28/14 21:10	Las Vegas	NV	Light	10 seconds	White light ball speeds off and leaves colored trail.	1/30/14
1/28/14 21:00	Sultana	CA	Circle	30 seconds	Rapid circle in the clouds that turn triangular green and disappears.	1/30/14
1/28/14 20:30	Fayetteville	AR	Flash	3 seconds	Streak of Green Light.	2/27/14
1/28/14 19:17	Bowling Green	KY	Fireball	5 seconds	Shooting, burning star.	1/30/14
1/28/14 19:15	Destin	FL	Light	2 minutes	17:15 Destin, Fl, Sphere 2 minute duration orange sphere Light fading in and out and big then small and big again.	2/27/14
1/28/14 19:00	Downeast	ME	Circle	7 minutes	"This red ball was like no man made ""light"" that I am aware of,,looking like a humming orb in down-east Maine."	2/7/14
1/28/14 18:45	Punta Gorda	FL	Light	40 seconds	Two lights over Punta Gorda, Florida.	1/30/14
1/28/14 13:24	St. Petersburg	FL	Flash	2 seconds	Bright white flash of light.	2/7/14
1/28/14 11:23	Jeffersonville	KY	Triangle	3-6 minutes	First me and a friend watch the sky light blue, then a triangle shape of 10 to 12 crafts were moving in the stanton direction! cant exp	1/30/14
1/28/14 09:03	Little Elm	TX	Triangle	2 minutes	3 red lights moving slowly and making a humming sound.	1/30/14
1/28/14 02:47	Mizpah	NJ	Diamond	7-10 minutes	Triangle shaped craft white lights(no blinking) slow moving pace with a green light dropped out of it low altitude heading S-SW 2:45am	1/30/14
1/28/14 01:15	Hayward	CA	Oval	1 minute	I was looking out my kitchen window looking at the sky as i washed dishes and i saw a light i thought it was a plain until it got close	1/30/14
1/28/14 00:00	Oak Creek		Oval	3.5 hours	By lake michigan and power plant they come and are In same place almost everynight for as ling as I remember no not stars or satilites	1/30/14
1/27/14 21:05	Tucson	AZ	Other	2 minutes	Flew low over Tucson from the north to the south Below flying aircraft bright red and absolutely no noise. No flashing. Just steady red	1/30/14
1/27/14 20:15	Midvale	UT	Other	5 plus sec	At 20:00 hrs (8:00 mst just to be sure on time accuracy), I was told by wife to go get gas in her vehicle. I came upon the stop sign co	1/30/14
1/27/14 19:30	Highfill	AR	Triangle	15 minutes	Triangular craft 3 green lights visible.	1/30/14
1/27/14 17:35	Longview	WA	Fireball	2-3 minutes	Driving home just after sundown I drove around a corner to see a number of lights (9-12), red-orange in color, ascending to the sky. Af	1/30/14
1/27/14 15:30	Chillicothe	OH	Circle	1.5 minutes	White round object followed by 2 fighter jets.	1/30/14
1/27/14 08:00	Sarasota	FL	Fireball	3 minutes	6-7 red fireballs, seen moving through the sky over Sarasota,  Florida.	1/30/14
1/27/14 07:00	Seattle	WA	Fireball	Unknown	Noticed two bright whitish amber lights above the magnolia neighborhood of Seattle, one light got dimm and suddenly a third light appea	1/30/14
1/27/14 06:30	Windsor (Canada)	ON	Light	few minutes, i jumped on 	Dozens of white lights moving across the sky slowly and in the same direction.	1/30/14
1/27/14 04:00	Englewood	FL	Changing	5 seconds	Orangish oval shape that slowly disappeared in sky seen by two friends.	1/30/14
1/27/14 02:25	Rancho Palos Verdes	CA	Light	15	Different color lights changing patterns and colors for the 15 minutes.  High and far away and no sounds.	1/30/14
1/27/14 01:00	Alameda	CA	Diamond	3-5 seconds	Bright white elongated diamond shape in night sky.	1/30/14
1/27/14 00:02	Athens	TN	Oval	45 seconds	Oval shaped, bright lights, brighter then street lights, disappeared as fast as appeared.	1/30/14
1/26/14 22:30	North Miami	FL	Circle		Green ball shooting down to the earth.	2/21/14
1/26/14 21:00	Jacksonville	FL	Disk	6 minutes	Bright disc spotted over east Jacksonville near 295, with aircrafts following.	1/30/14
1/26/14 20:34	North Arlington	NJ	Triangle	2:30 seconds	Low altitude high velocity no sound at all. dark triangles.	1/30/14
1/26/14 20:00	North Arlington	NJ	Fireball	20 minutes	Red circle hovering.  Started moving slowly than took off and disappeared.	1/30/14
1/26/14 18:35	Herndon	VA	Sphere	2 minutes	Orange/reddish slow moving flying objects over Herndon. No noise.	1/30/14
1/26/14 18:30	Albuquerque	NM	Egg	18:45	The craft was no any commercial or military aircraft I've ever seen.	1/30/14
1/26/14 17:35	San Clemente	CA	Circle	2 minutes	Two bright orange/red orbs sighted over Pacific Ocean.	1/30/14
1/26/14 17:15	Kelso	WA	Fireball	2-3 minutes	Saw a fireball flyover Longview WA from Kelso WA.	1/30/14
1/26/14 12:00	Okotoks (Canada)	AB	Rectangle	5 minutes	It was a sunny sky with some haze. A huge, white rectangular shape moved out of the haze, after 5 minutes it suddenly disappeared.	6/4/14
1/26/14 09:30	Kearny	NJ	Oval	70 seconds	Red light emitting from a cloud	1/30/14
1/26/14 04:00	Kill Devil Hills	NC	Triangle	10 minutes	Multiple sightings over the past few weeks on the OBX.	1/30/14
1/26/14 02:20	Lynden	WA	Flash	3 seconds	Bright downward Strike of light of green and red. Beautiful and vivid .	1/30/14
1/26/14 00:00	Wetumpka	AL	Sphere	Hours	Saw at first one pulsating sphere.  Then a secound.  Both moving very aratctly.	1/30/14
1/25/14 23:30	Washburn	ND	Light	10 minutes	Slow Moving Light West of Washburn.	1/30/14
1/25/14 23:00	Toronto (Canada)	ON	Light	15 minutes	Replicating, teleporting lights above Toronto	12/18/14
1/25/14 23:00	Barbados		Circle	1 minute	"6 bright circular lights in the sky, traveling in a ""V"" shape / Triangular Shape at a fast Speed.  All the Lights were evenly."	1/30/14
1/25/14 22:51	Jupiter	FL	Sphere	1:20	Low altitude red glowing sphere, 500 feet overhead.	1/30/14
1/25/14 22:45	Calgary (Canada)	AB	Changing	5 minutes	Orange (and blue tinged) objects observed over south west Calgary.	1/30/14
1/25/14 22:45	Sunrise	FL	Fireball	3 minutes	Orange fireballs spotted over South Florida, traveling alongside a plane.	1/30/14
1/25/14 22:30	Whitefish	MT	Fireball	5 minutes	Orange ball of light over Whitefish, MT.	1/30/14
1/25/14 22:20	Lakeland	FL	Diamond	3:00	Silent, strong pyramid form with goldfish orangish lights.	1/30/14
1/25/14 22:02	Diamond Lake	OR	Light	3 minutes	Big red orb flying over Diamond Lake, Or.	1/30/14
1/25/14 22:00	Vero Beach	FL	Other	40 minutes	The speed that it went from a stand still to moving was fast.  We did not here any engine sounds.	1/30/14
1/25/14 22:00	Tewksbury	MA	Light	00:04	Green and red falling light over walgreens resembling a flare	1/30/14
1/25/14 22:00	Vero Beach	FL	Other	1 minute	Red/orange object.	2/7/14
1/25/14 21:45	Hollister	CA	Sphere	3 minutes	Four randum colored lights that change colors with randum movements East of Hollister, CA.	1/30/14
1/25/14 21:30	Fort Myers	FL	Fireball		Bright orangish reddish light illuminating from very bright to dim and repeats the process moved very slow but no sound emiting.	1/30/14
1/25/14 20:53	Belgrade	MT	Diamond	1 minute	Diamond shaped object with multiple lights spies over belgrade montana.	1/30/14
1/25/14 20:48	Whitefield	NH	Sphere	3-5 minutes	3 Orange spheres seen moving very slow in formation.	1/30/14
1/25/14 20:45	Irvine	CA	Triangle	35-40 seconds	Large Triangular translucent craft flew over the house while star gazing the width of 2 full moons.  I was 100% silent with no lights.	1/30/14
1/25/14 20:45	Palm Beach Gardens	FL	Circle	6 minutes	6 Orange Orbs Travel West to East Across the Northern Sky in South Florida.	1/30/14
1/25/14 20:35	Cape Coral	FL	Light	5-10 minutes	Adult male describes witnessing an estimated 20-25 orange lights move across the night sky.	1/30/14
1/25/14 20:30	Elgini	IL	Formation	10 minutes	Red flying objects.	1/30/14
1/25/14 20:00	Kennesaw	GA	Unknown	20 seconds	Single blinking red light, then green light, then disappeared completely.	1/30/14
1/25/14 19:30	Kent	WA	Changing	5 minutes	Reddish orange glowing lights in an orb shape.	1/30/14
1/25/14 18:50	Santa Cruz	CA	Light	2 minutes	I watched three red/orange glowing lights in the sky in a triangle formation.  Then one faded and disappeared.  The the other two separ	1/30/14
1/25/14 07:27	Raleigh	NC	Diamond	1-2 seconds	Diamond-shaped object glowing in morning sky.	2/7/14
1/25/14 03:00	Hermon	ME	Triangle	2+ minutes	VERY clear, close triangle object with pulsing lights and no sound directly overhead just 100 yards away.	1/30/14
1/25/14 02:30	Centennial	CO	Triangle	30+ minutes	3 residents of Centennial Colorado massive UFO due west of Centennal hoving bright multi color  lights howing for over 30 minute plus.	1/30/14
1/25/14 02:10	Desert Hot Springs	CA	Diamond	30 minutes	Scared you can tell those things are not planes realize we are not alone.	1/30/14
1/25/14 01:30	Salem	OR	Flash	1.5 hours	Brilliant colorful flashing lights moving in a very unconventional way @ 1:30am on January 25, 2014 in Salem Oregon.	1/30/14
1/25/14 01:30	Novi	MI	Light	5-10 seconds	Bright green light illuminates room at night.	1/30/14
1/24/14 23:59	Portland	OR	Unknown	1 hour	Red flashing dots witnessed by 5 people 2 in Hillsboro. lasted over a hour and is still going on as if 2:03 AM..	1/30/14
1/24/14 23:12	Frankfort	KY	Triangle	5 minutes	Triangular shaped object with red and blue lights hovering.	1/30/14
1/24/14 22:05	Levittown	NY	Unknown	<20 seconds	Three sets of lights seen over nassau county New York.	1/30/14
1/24/14 22:00	Okinawa (Japan)					1/30/14
1/24/14 21:45	Beebe	AR	Triangle	15 minutes	Triangle UFO observed for 15 min over Arkansas  interstate 67 just past mile marker 29.	1/30/14
1/24/14 21:40	Highlands Ranch	CO	Fireball	5 minutes	Fire orange orbs.	1/30/14
1/24/14 21:30	Seattle	WA	Light	60 seconds	Spot of light zig-zagging over Seattle.	1/30/14
1/24/14 21:20	Hillsboro	OR	Formation	2 minutes	Red stationary lights in sky.	1/30/14
1/24/14 20:05	Kelso	WA	Formation	3-4 minutes	12-14 bright orange lights that formed a line and than around each other and than left in a hurry.	1/30/14
1/24/14 20:04	Caldwell	ID	Formation	3 minutes	Orange orbs traveling over Marsing, below inversion layer	1/30/14
1/24/14 20:00	Lubbock	TX	Light	3 minutes	Star that moves, fades, changes into multiple lights.	2/7/14
1/24/14 19:55	Honolulu	HI	Light	5 minutes	Small red light, first stationery then in fast motion over Waikiki observed from Ala Wai harbor.	1/30/14
1/24/14 19:45	Hernando	MS	Circle	30 seconds	I saw 3 oval bright white object go up and leave our atmosphere. They left a trail like shootings stars going up instead of down. It wa	1/30/14
1/24/14 19:30	Little River	SC	Light	5 minutes	Blinking/pulsing Lights.	1/30/14
1/24/14 19:23	San Marcos	TX	Disk	12 minutes	I was heading toward downtown from my house on the southwest side of town. I was heading east northeast depending on the direction of t	1/30/14
1/24/14 19:00	Seattle	WA	Light	1 hour	Object appeared near the Orion; cycling through a number of colors.  ((NUFORC Note:  Probably Sirius?  PD))	1/30/14
1/24/14 19:00	Stilwell	OK	Light	<1 minute	Light hovers then shoots straight up out of sight.	1/30/14
1/24/14 18:55	Lewisville	TX	Light	~10 seconds	UFO with bright white tail almost crashed on highway but vanished just before impact.	1/30/14
1/24/14 18:00	McLean	VA	Formation	2 minutes	I saw an object with 7 or more lights that was traveling very fast in an area near Washington, D.C.	1/30/14
1/24/14 18:00	Kelso	WA	Sphere	5 minutes	Driving to Kelso Exit 39 thought it was paper lanterns in the sky. Orange in color.  Moving higher in elevation growing brighter and th	1/30/14
1/24/14 17:48	Campbell	CA	Other	30+ seconds	Blue U-Shaped UFO moving extremely fast with a lot of activity after.	1/30/14
1/24/14 17:15	Spokane Valley	WA	Light	5 minutes	My young son and I were at 16th and Bowdish.  We saw what we thought was a small plane perhaps losing an engine.  It lit up then we saw	1/30/14
1/24/14 06:50	Maumee	OH	Circle	2 minutes	Bright white light floating across sky.  It did not blink and there was no noise.	1/30/14
1/24/14 02:19	Healdsburg		Circle	30 minutes	There are 10 plus crafts flashing lights RGB colors.  Zig zag fast motions dropping slowly.  It looks like flashing snowflakes.	1/24/14
1/24/14 02:00	Mexico		Sphere	7-10 minutes	On 1/24/14, early am, 10 large orange orbs moved east  towards the Caribbean Sea over the Yucatan.	1/30/14
1/23/14 23:40	Noblesville	IN	Triangle	5 minutes	Large Dark Triangular shape with lights.	1/24/14
1/23/14 23:00	Fort Washakie	WY	Light	1 hour	Observed a still standing white silver red light blinking.	1/30/14
1/23/14 22:40	Kailua Kona	HI	Circle	10 minutes	Flashing blue light over Kailua Kona Hawaii.	1/26/15
1/23/14 22:34	Ste-Brigitte de Laval (Canada)	QC	Sphere	1 hour	Hovering orbs inside my bedroom and alien figures outside my window. Possible abduction.	1/30/14
1/23/14 22:00	Conyers	GA	Sphere	5 seconds	Small red light floating in my yard.	1/24/14
1/23/14 22:00	Clackamas	OR	Light	5 minutes	Small lights in the sky over Clackamas, Oregon.	1/30/14
1/23/14 22:00	Miami	FL	Fireball	1+ minute	"Red ""plasma"" ball of light traveling south to north over the Everglades, complete with tail/corona."	1/30/14
1/23/14 21:45	Vero Beach	FL	Fireball	1 minute	Looks like a fire ball.	1/24/14
1/23/14 21:35	Oviedo	FL	Fireball	3 minutes	Bright orb that accelerated very quickly.	1/24/14
1/23/14 20:50	Salome	AZ	Light	2 minutes	4 pairs of lights in Sky in path of Helicopter.	2/14/14
1/23/14 20:30	Phoenix	AZ	Circle	25 minutes	Looking from North Valley which seemed in direction of Deer Vally Airport  I saw 3 flashing balls appeared to have multiple colors and	1/24/14
1/23/14 20:15	Lacrosse	FL	Oval	10 minutes	Craft with 3 big bright amber lights moving slow toward house over hay field. Craft went over tree line then moved closer to ground. No	1/24/14
1/23/14 20:14	Rutland	MA	Oval	4 minutes	Oval aircraft 100 yards away flying over tree line then flying away Green flashing lights on bottom.	1/24/14
1/23/14 19:45	Hudson	NH	Circle	15	Pulsating lights hovering moving side to side for about 15-25 minutes then vanishes next to Manchester airport planes flying underneath	1/24/14
1/23/14 19:30	Maricopa	AZ	Unknown	20 minutes	2 unmoving orange lights seen SW of Maricopa, Az.	1/24/14
1/23/14 19:00	Ellisville	MS	Triangle	2 minutes	7 objects flying in a straight line all 7 had 3 triangular red lights.	2/21/14
1/23/14 19:00	Saginaw	MI	Triangle	1-2 minutes	There were at least 5 lights and 1 to 2 red beacon lights. No sound, no movement.	1/24/14
1/23/14 19:00	Myrtle Beach	SC	Flash	3	Looking North from my balcony at 7:00 pm I saw a series of 10 I would say flashing lights moving eastward out into ocean. Flashing abou	1/24/14
1/23/14 17:35	Farmington	UT	Oval	3-4 minutes	Bright orange object, seemed to be heading north/west, moving fast.	1/24/14
1/23/14 17:30	Arbuckle	CA	Sphere	20 minutes	Quiet floating balls. Reflecting sun light.	1/30/14
1/23/14 15:15	Greenfield	PA	Light	3 minutes	((NUFORC Note:  Source of report provides no information.  PD))	1/24/14
1/23/14 13:00	Hudson	NH	Circle	~20 minutes	Hudson, NH, ufo sighting.	1/24/14
1/23/14 12:00	Raleigh	NC	Disk	3 seconds	4 Clear Disk-shaped UFOs over Raleigh, N.C..	1/30/14
1/23/14 11:00	Columbia		Circle		Bright blue lights on top of red dots on the sky.	1/30/14
1/23/14 08:30	Dehradun (India)		Diamond	5 seconds	A blinking diamond.	1/24/14
1/23/14 07:40	Walnut Creek/Concord	CA	Unknown	60 seconds	Three irregular shapes flying in close proximity in Walnut Creek, Ca.	1/30/14
1/23/14 02:00	Huntsville	AL	Triangle	2 minutes	Large Aircraft int he shape of a triangle, with each end having 1 red light.  Flying very low, and very fast.  Extremely loud.	1/24/14
1/23/14 00:05	Tabernacle	NJ	Unknown	3-4 minutes	Object in eastern sky in south New Jersey.	1/24/14
1/22/14 21:35	Eureka	CA	Light	1-1.5 minutes	White light being followed by red blinking light, moving slowly across sky.	1/24/14
1/22/14 21:15	Hialeah	FL	Light	1 minute	Red light in NW sky appeared to be star but moving Southward and vanished.  Not a Shooting star.	1/24/14
1/22/14 20:00	Northern Europe (undisclosed city)		Disk	40-60 seconds	Saucer disc, saw it twice report around three weeks late	2/21/14
1/22/14 20:00	Houston	TX	Circle	15 seconds	Small white ball over Houston.	1/30/14
1/22/14 19:37	New Braunfels	TX	Teardrop	5 seconds	Some sort of craft blew up probably when entering earth's atmosphere.	1/24/14
1/22/14 19:30	Los Angeles	CA	Other	30 seconds	Very high, very large boomerang shaped craft, ex-ray like white soft translucent glow color, turn and sped away at rapid speed.	1/7/15
1/22/14 19:00	Micco	FL	Circle	20 seconds	Falling circles dance together then leave.	1/24/14
1/22/14 19:00	Maricopa	AZ		20-30 minutes	2 stationary circular orange lights in the sky for 20-30 minutes.	1/24/14
1/22/14 18:30	Longview	WA	Light	10 seconds	Zigzaging bright white light leaving atmosphere quickly.	1/30/14
1/22/14 18:00	Scottsdale	AZ	Light	30+ minutes	2 Red Orbs hovering over Scottsdale.	1/24/14
1/22/14 17:15	Marysville	CA	Circle	1 hour	Seven balls of light towards Sacramento, California.	1/24/14
1/22/14 16:45	Ashburn	VA	Light	30 seconds	Highly reflective object over Ashburn, VA, not bird, balloon, aircraft.	1/24/14
1/22/14 15:30	Suwanee	GA	Rectangle	2 minutes	Square and flat with red and green lights-made a buzzing sound-hovered and took off over treetops.	1/24/14
1/22/14 10:30	Miramar	FL		2 seconds	VERY LOUD BOOM AND EARTH SHAKE IN SOUTH FLORIDA TODAY.	1/24/14
